EYFP	mKate
3.4	6.48
19.550001	9.72
11.05	18.629999
16.15	25.92
25.5	33.209999
34.850002	36.450001
41.650002	28.35
36.549999	8.91
11.900001	3.24
15.3	35.639999
15.3	27.540001
226.950012	59.130001
25.5	45.360001
0.85	38.880001
12.75	24.299999
21.25	7.29
19.550001	22.68
534.650024	488.429993
897.600037	1314.630005
27.200001	8.91
379.950012	278.640015
4168.399902	1381.859985
24.650002	17.82
894.200012	806.76001
1577.600098	3713.850098
859.350037	1287.900024
151.300003	38.880001
18.700001	21.870001
27.200001	24.299999
2089.300049	4802.490234
1884.450073	4311.629883
29.75	3.24
3119.5	7250.310059
1251.200073	660.960022
3.4	6.48
48.450001	17.82
816.850037	413.910004
10.200001	14.58
228.650009	119.07
14.450001	8.91
775.200012	436.589996
836.400024	869.130005
